ano,quantidade_vinculos_ativos,cep,bairros_fortaleza
2019,5,60760375, 
2019,4,60821765, 
2019,2,60192205, 
2019,4,60335195, 
2019,11,60820015, 
2019,9,60325902, 
2019,2,60170078, 
2019,1,60192200, 
2019,4,60541424, 
2019,2,60850685, 
2019,49,60810475, 
2019,1,60543315, 
2019,1,60450665, 
2019,4,60055900, 
2019,6,60160196, 
2019,1,60520101, 
2019,1,60165065, 
2019,10,60843290, 
2019,2,60160196, 
2019,1,60441005, 
2019,3,60873164, 
2019,8,60411136, 
2019,16,60420432, 
2019,4,60540472, 
2019,11,60842120, 
2019,27,60010465, 
2019,2,60510098, 
2019,1,60410423, 
2019,1,60455372, 
2019,7,60192105, 
2019,15,60730015, 
2019,1,60352645, 
2019,1,60120315, 
2019,6,60192105, 
2019,1,60833285, 
2019,5,60841032, 
2019,3,60150165, 
2019,5,60125025, 
2019,2,60533695, 
2019,3,61760000, 
2019,10,60450605, 
2019,6,60714242, 
2019,2,60822305, 
2019,16,60182026, 
2019,1,60520055, 
2019,2,60843285, 
2019,9,60871165, 
2019,15,60840015, 
2019,6,60871684, 
2019,5,60181225, 
2019,13,60440835, 
2019,4,60420075, 
2019,1,60534281, 
2019,12,60811900, 
2019,2,60824220, 
2019,1,60741005, 
2019,6,60541664, 
2019,13,60850015, 
2019,129,60135285, 
2019,18,60822375, 
2019,4,60192105, 
2019,3,60720605, 
2019,1,60834005, 
2019,2,60830025, 
2019,1,60510196, 
2019,3,60862764, 
2019,1,60440112, 
2019,2,60410234, 
2019,17,60751280, 
2019,1,60533662, 
2019,5,60431075, 
2019,2,60711445, 
2019,2,60810786, 
2019,1,60160196, 
2019,79,60864972, 
2019,7,60521095, 
2019,41,60833075, 
2019,1,60862820, 
2019,1,60833155, 
2019,23,60540485, 
2019,3,60410622, 
2019,4,60712055, 
2019,1,60762704, 
2019,3,60055901, 
2019,2,60170075, 
2019,2,60340095, 
2019,26,60714685, 
2019,23,60821802, 
2019,2,60741575, 
2019,1,60540134, 
2019,60,60740788, 
2019,82,60330878, 
2019,5,60347345, 
2019,32,60450042, 
2019,2,60766015, 
2019,3,60325902, 
2019,4,60711901, 
2019,2,60135208, 
2019,2,60175047, 
2019,10,60711442, 
2019,3,60340005, 
2019,9,60192105, 
2019,80,60192105, 
2019,1,60356412, 
2019,7,60410545, 
2019,26,60710684, 
2019,5,60415075, 
2019,2,60450115, 
2019,35,60330778, 
2019,44,60135238, 
2019,24,60181475, 
2019,13,60510098, 
2019,382,60192205, 
2019,1,60850705, 
2019,3,60410545, 
2019,10,60410545, 
2019,3,60821575, 
2019,22,60330875, 
2019,62,60130235, 
2019,12,60842395, 
2019,19,60541664, 
2019,6,60545475, 
2019,1,60410772, 
2019,3,60431072, 
2019,4,60160196, 
2019,11,60741005, 
2019,7,60541705, 
2019,2,60192018, 
2019,15,60731335, 
2019,8,60761225, 
2019,1,60870850, 
2019,1,60830005, 
2019,13,60540096, 
2019,4,60520101, 
2019,1,60541664, 
2019,1,60192095, 
2019,54,60120095, 
2019,19,60510692, 
2019,2,60455525, 
2019,1,60533592, 
2019,13,60843278, 
2019,42,60410315, 
2019,2,60421035, 
2019,7,60150165, 
2019,256,60843230, 
2019,3,60060185, 
2019,6,60833005, 
2019,22,60833163, 
2019,1,60833351, 
2019,26,60125048, 
2019,2,60545233, 
2019,5,60440145, 
2019,96,60842020, 
2019,3,60711055, 
2019,210,60440164, 
2019,2,60192105, 
2019,12,60150165, 
2019,5,60743785, 
2019,3,60440593, 
2019,1,60411205, 
2019,2,60192105, 
2019,2,60356322, 
2019,2,60440118, 
2019,2,60752483, 
2019,8,60347325, 
2019,1,60834195, 
2019,1,60410225, 
2019,2,60711055, 
2019,2,60150165, 
2019,3,60175047, 
2019,2,60180415, 
2019,108,60455372, 
2019,15,60320105, 
2019,1,60545315, 
2019,9,60165078, 
2019,13,60822465, 
2019,5,60742815, 
2019,4,60740005, 
2019,2,60442202, 
2019,55,60355512, 
2019,43,60310052, 
2019,3,60711485, 
2019,4,60740005, 
2019,3,60873665, 
2019,3,60190075, 
2019,13,60533611, 
2019,24,60861211, 
2019,3,60425782, 
2019,14,60873183, 
2019,1,60750012, 
2019,4,60349445, 
2019,16,60411135, 
2019,10,60822145, 
2019,3,60850725, 
2019,2,60741005, 
2019,29,60761265, 
2019,4,60170079, 
2019,3,60345631, 
2019,2,60055906, 
2019,2,60710684, 
2019,1,60540515, 
2019,2,60415762, 
2019,3,60455475, 
2019,2,60841032, 
2019,1,60761475, 
2019,596,60866607, 
2019,4,60875555, 
2019,5,60450672, 
2019,8,60430375, 
2019,2,60730088, 
2019,1,60540512, 
2019,5,60712023, 
2019,3,60833075, 
2019,18,60833075, 
2019,141,60410321, 
2019,3,60541422, 
2019,2,60411205, 
2019,1,60060188, 
2019,13,60150165, 
2019,11,60360575, 
2019,5,60526205, 
2019,11,60525254, 
2019,1,60431085, 
2019,6,60160196, 
2019,3,60720605, 
2019,3,60455473, 
2019,10,60160196, 
2019,2,60015103, 
2019,16,60346218, 
2019,1,60533603, 
2019,1,60181712, 
2019,21,60120013, 
2019,4,60192105, 
2019,20,60833104, 
2019,55,60326225, 
2019,21,60180425, 
2019,7,60714110, 
2019,1,60060182, 
2019,1,60830185, 
2019,3,60050125, 
2019,11,60442057, 
2019,9,60533696, 
2019,1,60833075, 
2019,12,60340115, 
2019,2,60742785, 
2019,11,60834305, 
2019,3,60833075, 
2019,1,60833075, 
2019,24,60833075, 
2019,1,60360415, 
2019,6,60425813, 
2019,23,60521085, 
2019,1,60843240, 
2019,11,60520102, 
2019,12,60355512, 
2019,6,60192460, 
2019,1,60135005, 
2019,437,60170176, 
2019,8,60710095, 
2019,1,60721065, 
2019,3,60125025, 
2019,7,60440845, 
2019,2,60450115, 
2019,1,60160196, 
2019,15,60731008, 
2019,1,60060188, 
2019,3,60761282, 
2019,1,60175047, 
2019,1,60425236, 
2019,3,60510466, 
2019,4,60533662, 
2019,2,60714242, 
2019,4,60811970, 
2019,15,60060195, 
2019,3,60347452, 
2019,4,60811900, 
2019,9,60410315, 
2019,1,60824245, 
2019,1,60416104, 
2019,9,60420432, 
2019,5,60410225, 
2019,327,60840285, 
2019,4,60150165, 
2019,1,60842220, 
2019,7,60762475, 
2019,7,60410352, 
2019,3,60862764, 
2019,1,60834385, 
2019,1,60833005, 
2019,23,60834375, 
2019,2,60440593, 
2019,4,60520101, 
2019,7,61650010, 
2019,4,60834385, 
2019,6,60811900, 
2019,27,60355512, 
2019,4,60125045, 
2019,7,61760000, 
2019,1,60441685, 
2019,3,60714502, 
2019,1,60425796, 
2019,2,60192205, 
2019,1,60120075, 
2019,3,60360415, 
2019,3,60861098, 
2019,8,60165065, 
2019,2,60510305, 
2019,4,60711442, 
2019,21,60410772, 
2019,7,60842300, 
2019,6,60840045, 
2019,1,60711502, 
2019,65,60192205, 
2019,1,60525575, 
2019,1,60337215, 
2019,9,60763005, 
2019,2,60192105, 
2019,20,60710684, 
2019,4,60410424, 
2019,3,60410225, 
2019,2,60410446, 
2019,2,60410321, 
2019,3,60730243, 
2019,3,60830185, 
2019,1,60822307, 
2019,84,60873195, 
2019,5,60176085, 
2019,2,60868785, 
2019,2,60410324, 
2019,14,60410637, 
2019,7,60360842, 
2019,13,60355512, 
2019,9,60510138, 
2019,1,60761740, 
2019,6,60821716, 
2019,7,60521032, 
2019,44,60842060, 
2019,4,60192070, 
2019,6,60875776, 
2019,1,60873195, 
2019,3,60841605, 
2019,3,60830185, 
2019,12,60410545, 
2019,3,60526328, 
2019,1,60410225, 
2019,18,60840285, 
2019,25,60182026, 
2019,2,60455165, 
2019,1,60833005, 
2019,5,60160196, 
2019,1,60832402, 
2019,6,61760000, 
2019,9,60410356, 
2019,1,60440133, 
2019,14,60182304, 
2019,1,60346452, 
2019,4,60763806, 
2019,28,60851445, 
2019,1,60761235, 
2019,2,60170265, 
2019,14,60411136, 
2019,4,60420775, 
2019,1,60416135, 
2019,3,60150165, 
2019,2,60864255, 
2019,2,60874401, 
2019,76,60160196, 
2019,9,60744012, 
2019,3,60714715, 
2019,5,60743228, 
2019,11,60160196, 
2019,18,60543295, 
2019,2,60410321, 
2019,3,60712165, 
2019,2,60310052, 
2019,1,60761281, 
2019,39,60330085, 
2019,2,60416205, 
2019,58,60830025, 
2019,2,60165065, 
2019,24,60192018, 
2019,1,60175047, 
2019,16,60533692, 
2019,2,60714010, 
2019,6,60850665, 
2019,6,60341641, 
2019,35,99999999, 
2019,20,60510291, 
2019,3,60822315, 
2019,3,60533695, 
2019,7,60762715, 
2019,6,60192105, 
2019,1,60834005, 
2019,122,60175047, 
2019,5,60811970, 
2019,1,60330075, 
2019,27,60873175, 
2019,1,60442105, 
2019,126,60125045, 
2019,55,60125048, 
2019,10,60341465, 
2019,1,60833105, 
2019,3,60760312, 
2019,3,60160196, 
2019,3,60110515, 
2019,9,60320504, 
2019,33,60525632, 
2019,4,60842395, 
2019,1,60766283, 
2019,74,60813765, 
2019,9,60115125, 
2019,2,60346285, 
2019,27,60340005, 
2019,15,60841032, 
2019,16,60440085, 
2019,21,60410446, 
2019,4,60020351, 
2019,3,60150165, 
2019,3,60135253, 
2019,1,60440194, 
2019,18,60411205, 
2019,3,60750012, 
2019,1,60192095, 
2019,3,60833104, 
2019,2,60183709, 
2019,2,60830095, 
2019,5,60742785, 
2019,2,60351335, 
2019,14,60120075, 
2019,1,60833005, 
2019,5,60541704, 
2019,1,60355633, 
2019,4,60533594, 
2019,28,60526135, 
2019,6,60355512, 
2019,6,60730145, 
2019,23,60410302, 
2019,1,60355632, 
2019,12,62500000, 
2019,66,60823105, 
2019,1,60821716, 
2019,1,60192105, 
2019,4,60431084, 
2019,27,60541495, 
2019,1,60833375, 
2019,12,60833022, 
2019,12,60542164, 
2019,5,60421035, 
2019,19,60763405, 
2019,6,60440133, 
2019,2,60351815, 
2019,2,60347455, 
2019,2,60545232, 
2019,9,60821802, 
2019,6,60120065, 
2019,4,60521095, 
2019,7,60341641, 
2019,2,60160196, 
2019,3,60425813, 
2019,3,60840115, 
2019,1,60170078, 
2019,1,60135238, 
2019,99,60871684, 
2019,2,60192022, 
2019,2,60710435, 
2019,3,60192055, 
2019,4,99999999, 
2019,27,60840285, 
2019,6,60521094, 
2019,10,60520101, 
2019,2,60160196, 
2019,1,60710683, 
2019,3,60824035, 
2019,1,60521075, 
2019,1,60731335, 
2019,1,60720015, 
2019,19,60713055, 
2019,2,60192105, 
2019,363,60420431, 
2019,37,60822265, 
2019,1,60410225, 
2019,73,60192105, 
2019,2,60761281, 
2019,1,60410426, 
2019,2,60320504, 
2019,3,60125035, 
2019,2,60764465, 
2019,11,60177050, 
2019,2,60730085, 
2019,1,60711055, 
2019,3,60160196, 
2019,1,60346164, 
2019,1,60711025, 
2019,3,60030902, 
2019,1,60821802, 
2019,5,60833005, 
2019,2,60440593, 
2019,2,60000000, 
2019,60,60810195, 
2019,2,60110515, 
2019,23,60160196, 
2019,9,60135215, 
2019,7,60751710, 
2019,22,60410545, 
2019,10,60441414, 
2019,8,60822305, 
2019,1,60020292, 
2019,5,60441414, 
2019,1,60876685, 
2019,4,60450665, 
2019,12,60510138, 
2019,1,60410321, 
2019,6,60192060, 
2019,48,60822315, 
2019,1,60416205, 
2019,6,60520022, 
2019,17,60741005, 
2019,1,60822372, 
2019,1,60347455, 
2019,4,60810001, 
2019,8,60160196, 
2019,5,60810025, 
2019,1,60520022, 
2019,4,60347395, 
2019,5,60765555, 
2019,1,60135228, 
2019,16,60425685, 
2019,11,60425813, 
2019,3,60843070, 
2019,1,60430235, 
2019,1,60177020, 
2019,112,60763433, 
2019,1,60135203, 
2019,8,99999999, 
2019,6,60861635, 
2019,23,60520101, 
2019,10,60125045, 
2019,5,60533632, 
2019,2,60543451, 
2019,5,60813807, 
2019,6,60873044, 
2019,15,60183643, 
2019,3,60440112, 
2019,4,60833252, 
2019,1,60768010, 
2019,1,60840285, 
2019,1,60520797, 
2019,4,60730265, 
2019,8,60520102, 
2019,13,60125035, 
2019,3,60767725, 
2019,5,60525555, 
2019,4,60711502, 
2019,4,60714242, 
2019,7,60811900, 
2019,2,60060145, 
2019,10,60720015, 
2019,8,60834005, 
2019,1,60822225, 
2019,1,60833005, 
2019,12,60525455, 
2019,9,99999999, 
2019,1,99999999, 
2019,2,60545042, 
2019,1,60330878, 
2019,2,60360575, 
2019,3,60192200, 
2019,2,60160196, 
2019,6,60811900, 
2019,26,60520022, 
2019,3,60840015, 
2019,18,60833155, 
2019,6,60431081, 
2019,6,60350485, 
2019,2,60160196, 
2019,10,60850012, 
2019,8,60871688, 
2019,24,60410423, 
2019,3,60864467, 
2019,9,60526075, 
2019,3,60844070, 
2019,343,60870812, 
2019,6,60150165, 
2019,4,60833071, 
2019,8,60175657, 
2019,1,60841585, 
2019,2,60741575, 
2019,28,60520101, 
2019,10,60730062, 
2019,1,60731492, 
2019,1,60730265, 
2019,6,60871688, 
2019,3,60521104, 
2019,1,60125045, 
2019,25,60425232, 
2019,1,60830055, 
2019,10,60176085, 
2019,10,60165065, 
2019,40,60763065, 
2019,3,60840015, 
2019,1,60711442, 
2019,6,60743847, 
2019,10,60721055, 
2019,32,60836085, 
2019,49,60720015, 
2019,6,60811900, 
2019,5,60181225, 
2019,1,60510055, 
2019,5,60125035, 
2019,2,60170172, 
2019,1,60170285, 
2019,3,60711055, 
2019,3,60713055, 
2019,10,60761282, 
2019,20,60526205, 
2019,1,99999999, 
2019,6,60712125, 
2019,3,60760715, 
2019,3,60823105, 
2019,3,60844010, 
2019,3,60765242, 
2019,16,60842120, 
2019,10,60824030, 
2019,11,60765242, 
2019,1,60182026, 
2019,3,60520022, 
2019,1,60192070, 
2019,3,60125025, 
2019,4,60533591, 
2019,5,60830285, 
2019,1,60850012, 
2019,3,60540184, 
2019,3,60821072, 
2019,5,60743238, 
2019,3,60822315, 
2019,117,60842090, 
2019,1,60416094, 
2019,2,60741900, 
2019,11,60165068, 
2019,3,60182105, 
2019,24,60135206, 
2019,48,60874805, 
2019,1,60833104, 
2019,1,60744012, 
2019,1,60843278, 
2019,22,60811900, 
2019,1,60540534, 
2019,2,60834012, 
2019,1,60834075, 
2019,11,60192105, 
2019,6,60714710, 
2019,6,60714242, 
2019,2,60741575, 
2019,34,60520101, 
2019,2,60510114, 
2019,1,60510205, 
2019,2,60860554, 
2019,5,61760000, 
2019,16,60540344, 
2019,5,60835415, 
2019,5,60341515, 
2019,2,60842250, 
2019,9,60181255, 
2019,36,60510055, 
2019,3,60741575, 
2019,1,60060182, 
2019,5,60714370, 
2019,3,60842350, 
2019,10,60821802, 
2019,1,60821815, 
2019,4,60861124, 
2019,2,60416392, 
2019,1,60410321, 
2019,17,60811900, 
2019,2,60170078, 
2019,19,60863245, 
2019,4,60542122, 
2019,30,60520101, 
2019,4,60326901, 
2019,18,60442462, 
2019,11,60833005, 
2019,4,60822785, 
2019,5,60743246, 
2019,14,60833005, 
2019,16,99999999, 
2019,232,60325105, 
2019,2,60864205, 
2019,50,60840015, 
2019,2,60160196, 
2019,11,60810001, 
2019,1,60410321, 
2019,6,60135238, 
2019,1,60764425, 
2019,2,60192200, 
2019,27,60833005, 
2019,3,60125045, 
2019,3,60150165, 
2019,16,60455495, 
2019,5,60160196, 
2019,5,60541162, 
2019,9,60455165, 
2019,3,60834305, 
2019,71,60823005, 
2019,853,60545495, 
2019,6,60765173, 
2019,4,60340205, 
2019,17,60720605, 
2019,5,60823005, 
2019,4,60840115, 
2019,4,60410437, 
2019,1,60440835, 
2019,52,60811900, 
2019,2,60410321, 
2019,4,60822485, 
2019,1,60170288, 
2019,3,60740265, 
2019,3,60135414, 
2019,17,60714150, 
2019,1,60810025, 
2019,4,60811900, 
2019,1,60833252, 
2019,305,60762535, 
2019,4,60840285, 
2019,10,60442611, 
2019,1,60541555, 
2019,1,60520315, 
2019,26,60765775, 
2019,50,60310052, 
2019,5,60192205, 
2019,1,60763012, 
2019,10,60840285, 
2019,12,60425235, 
2019,1,60712165, 
2019,1,60125045, 
2019,2,60833165, 
2019,15,60410305, 
2019,6,60356412, 
2019,26,60410505, 
2019,53,60360415, 
2019,2,60761281, 
2019,11,60821802, 
2019,1,60821795, 
2019,26,60761505, 
2019,20,60346205, 
2019,2,60850685, 
2019,4,60410622, 
2019,8,60850012, 
2019,477,60741900, 
2019,17,60714110, 
2019,8,60010060, 
2019,5,60544240, 
2019,17,60861063, 
2019,1,60840285, 
2019,1,60872560, 
2019,1,60861063, 
2019,49,60510215, 
2019,10,60060295, 
2019,15,60410341, 
2019,1,60864205, 
2019,5,60410321, 
2019,16,60520485, 
2019,4,60840115, 
2019,1,60843220, 
2019,1,60831295, 
2019,1,60450672, 
2019,7,60861211, 
2019,29,60821765, 
2019,2,60540445, 
2019,7,60410306, 
2019,13,60191345, 
2019,4,60761235, 
2019,2,60840015, 
2019,2,60843290, 
2019,5,60440593, 
2019,2,60336235, 
2019,1,60545505, 
2019,1,60833344, 
2019,5,60430372, 
2019,1,60822055, 
2019,11,60861212, 
2019,4,60410802, 
2019,10,60545287, 
2019,21,60765052, 
2019,1,60861211, 
2019,6,60761282, 
2019,46,60410372, 
2019,2,60192072, 
2019,7,60170285, 
2019,2,60125048, 
2019,9,60192200, 
2019,10,60820015, 
2019,21,60741900, 
2019,5,60192105, 
2019,3,60030902, 
2019,10,60160196, 
2019,1,60416132, 
2019,1,60810001, 
2019,2,60347455, 
2019,5,60525280, 
2019,2,60192105, 
2019,15,60347112, 
2019,39,60810001, 
2019,6,60740002, 
2019,2,60541664, 
2019,13,60355512, 
2019,1,60830005, 
2019,7,60833005, 
2019,1,60711055, 
2019,2,60411075, 
2019,22,60714152, 
2019,3,60541615, 
2019,1,60115046, 
2019,2,60834490, 
2019,3,60760305, 
2019,2,60862715, 
2019,8,60861211, 
2019,2,60712003, 
2019,2,60411205, 
2019,5,60135218, 
2019,4,60822676, 
2019,5,60340095, 
2019,4,60751240, 
2019,14,60751400, 
2019,25,60160196, 
2019,2220,60873082, 
2019,6,60765173, 
2019,3,60822785, 
2019,1,60356342, 
2019,7,60140035, 
2019,3,60192024, 
2019,11,60150165, 
2019,23,60356682, 
2019,18,60192105, 
2019,2,60732755, 
2019,174,60055900, 
2019,9,60450672, 
2019,12,60176032, 
2019,1,60840285, 
2019,9,60810025, 
2019,4,60711901, 
2019,79,60355512, 
2019,27,60811900, 
2019,35,60410972, 
2019,11,60730202, 
2019,3,60823105, 
2019,14,60135238, 
2019,6,60861063, 
2019,11,60833075, 
2019,6,60360415, 
2019,63,60175053, 
2019,1,60410234, 
2019,110,60183707, 
2019,13,60864012, 
2019,8,60763644, 
2019,8,60440593, 
2019,6,60831295, 
2019,2,60711055, 
2019,10,60180012, 
2019,1,60410225, 
2019,1,60540442, 
2019,6,60731335, 
2019,13,60840285, 
2019,69,60540238, 
2019,14,60822366, 
2019,2,60181305, 
2019,224,60410446, 
2019,2,60711442, 
2019,14,60761281, 
2019,4,60181712, 
2019,1,60731722, 
2019,1,60714710, 
2019,1,60712092, 
2019,2,60540234, 
2019,49,60841555, 
2019,1,60844070, 
2019,11,60810786, 
2019,2,60160196, 
2019,2,60346256, 
2019,1,60441135, 
2019,27,60192460, 
2019,2,60055902, 
2019,3,60060182, 
2019,1,60416104, 
2019,8,60842395, 
2019,5,60192105, 
2019,3,60824042, 
2019,6,60125045, 
2019,7,60356552, 
2019,1,60533655, 
2019,78,60865035, 
2019,5,60182455, 
2019,2,60714242, 
2019,21,60741005, 
2019,1,60455165, 
2019,57,60833012, 
2019,5,60873005, 
2019,3,60411085, 
2019,25,60411135, 
2019,12,60431006, 
2019,1,60840285, 
2019,21,60540374, 
2019,5,60455545, 
2019,2,60761282, 
2019,58,60182026, 
2019,6,60820015, 
2019,1,60533694, 
2019,18,60824245, 
2019,10,60867105, 
2019,4,60442611, 
2019,17,60000000, 
2019,10,60355512, 
2019,13,60310195, 
2019,10,60830005, 
2019,1,60872685, 
2019,1,60421105, 
2019,5,60864012, 
2019,2,60543452, 
2019,4,60741005, 
2019,2,60545025, 
2019,44,60840285, 
2019,3,60711055, 
2019,4,60325902, 
2019,1,61760000, 
2019,156,60741215, 
2019,7,60192095, 
2019,2,60714350, 
2019,11,60182026, 
2019,1,60540445, 
2019,1,60326515, 
2019,2,60861326, 
2019,6,60821765, 
2019,1,60541424, 
2019,1,60730175, 
2019,1,60150055, 
2019,1,60325505, 
2019,2,60442611, 
2019,30,60150165, 
2019,5,60863254, 
2019,2,60765025, 
2019,3,60821795, 
2019,26,60420432, 
2019,1,60135203, 
2019,1,60833045, 
2019,1,60533622, 
2019,1,60040082, 
2019,7,60170079, 
2019,4,60861212, 
2019,4,60040215, 
2019,7,60751500, 
2019,4,60834385, 
2019,2,60455545, 
2019,1,60355631, 
2019,2,60060182, 
2019,3,60356383, 
2019,1,61945090, 
2019,6,60533675, 
2019,1,60442611, 
2019,8,60762376, 
2019,14,60440093, 
2019,5,60356412, 
2019,3,60520455, 
2019,1,60175047, 
2019,14,60545505, 
2019,1,60767370, 
2019,1,60160196, 
2019,1,60824040, 
2019,1,60160196, 
2019,2,60864205, 
2019,33,60830185, 
2019,1,60183712, 
2019,1,60711901, 
2019,14,60150165, 
2019,1,60175047, 
2019,13,60851225, 
2019,2,60170078, 
2019,1,60761265, 
2019,2,60840285, 
2019,2,60060325, 
2019,6,60833104, 
2019,6,60160196, 
2019,2,60861045, 
2019,2,60349760, 
2019,2,60450305, 
2019,7,60861063, 
2019,3,60192205, 
2019,1,60730202, 
2019,1,60763012, 
2019,77,60150165, 
2019,5,60191355, 
2019,138,60160045, 
2019,2,60871684, 
2019,1,60731452, 
2019,5,60864205, 
2019,2,60711055, 
2019,9,60873082, 
2019,9,60711445, 
2019,2,60833005, 
2019,23,60425232, 
2019,33,60160196, 
2019,2,60731734, 
2019,34,60410228, 
2019,1,60741215, 
2019,3,60541424, 
2019,4,60830005, 
2019,9,60055264, 
2019,11,60120375, 
2019,80,60821795, 
2019,20,60841535, 
2019,3,60050155, 
2019,3,60520101, 
2019,4,60840045, 
2019,1,60876765, 
2019,2,60450245, 
2019,390,60761505, 
2019,2,60175047, 
2019,6,60765052, 
2019,1,60455682, 
2019,1,60192105, 
2019,7,60841032, 
2019,1,60540252, 
2019,3,60870844, 
2019,1,60763505, 
2019,8,60442642, 
2019,14,60334110, 
2019,1,60871055, 
2019,16,60416104, 
2019,1,60764425, 
2019,8,60416172, 
2019,8,60731534, 
2019,9,60833005, 
2019,6,60712003, 
2019,2,60175053, 
2019,1,60810786, 
2019,8,60831265, 
2019,10,60542122, 
2019,2,60060182, 
2019,1,60426052, 
2019,1,60175652, 
2019,4,60862764, 
2019,2,60520101, 
2019,2,60410545, 
2019,20,60840385, 
2019,1,60175047, 
2019,8,60822142, 
2019,4,60824075, 
2019,8,60337385, 
2019,5,60834005, 
2019,56,60325902, 
2019,14,60760195, 
2019,2,60192105, 
2019,1,60431075, 
2019,1829,60135208, 
2019,1,60713065, 
2019,1,60192105, 
2019,12,60543335, 
2019,2,60850012, 
2019,1,60421076, 
2019,35,60526205, 
2019,57,60860125, 
2019,1,60764505, 
2019,27,60346164, 
2019,47,60874502, 
2019,1,60541728, 
2019,4,60732575, 
2019,11,60830005, 
2019,6,60711442, 
2019,20,60750015, 
2019,1,60060182, 
2019,5,60310055, 
2019,1,60440583, 
2019,4,60355512, 
2019,11,60415065, 
2019,1,99999999, 
2019,15,60510425, 
2019,5,60811900, 
2019,2,60861211, 
2019,7,60410315, 
2019,1,60320504, 
2019,3,60410378, 
2019,12,60330878, 
2019,1,60510291, 
2019,2,60533593, 
2019,2,60192105, 
2019,1,60181265, 
2019,14,60150165, 
2019,28,60833155, 
2019,8,60730202, 
2019,19,60170078, 
2019,139,60741900, 
2019,7,60842395, 
2019,3,60020973, 
2019,5,60160196, 
2019,11,60160196, 
2019,33,60824090, 
2019,1,60335375, 
2019,25,60761225, 
2019,2,60175047, 
2019,4,60140035, 
2019,6,60450672, 
2019,9,60540752, 
2019,4,60714242, 
2019,2,60711055, 
2019,6,60543452, 
2019,21,60873815, 
2019,3,99999999, 
2019,17,60711035, 
2019,7,60810970, 
2019,3,60160196, 
2019,2,60192105, 
2019,1,60442108, 
2019,6,60811900, 
2019,1,60732465, 
2019,1,60165078, 
2019,1,60175652, 
2019,262,60833012, 
2019,4,60170173, 
2019,3,60761281, 
2019,46,60761282, 
2019,1,60192070, 
2019,3,60760715, 
2019,23,60811900, 
2019,22,60526105, 
2019,3,60060182, 
2019,2,60160196, 
2019,8,60120375, 
2019,7,60850015, 
2019,6,60334105, 
2019,1,60732428, 
2019,40,60864012, 
2019,2,60192105, 
2019,20,60182385, 
2019,2,60844070, 
2019,23,60355512, 
2019,2,60425798, 
2019,4,60125058, 
2019,14,60830155, 
2019,12,60720315, 
2019,2,60150165, 
2019,3,60840045, 
2019,2,60525330, 
2019,12,61760000, 
2019,3,60420211, 
2019,1,60876685, 
2019,1,60731335, 
2019,2,60731724, 
2019,4,60730088, 
2019,4,60347455, 
2019,3,60440125, 
2019,1,60175832, 
2019,1,60410072, 
2019,2,60025905, 
2019,5,60455682, 
2019,1,60510325, 
2019,1,60741575, 
2019,5,61900970, 
2019,5,60741005, 
2019,14,60740005, 
2019,4,60192080, 
2019,46,60541245, 
2019,2,60160196, 
2019,39,60835025, 
2019,6,60176085, 
2019,5,60822305, 
2019,1,60192105, 
2019,4,60841032, 
2019,14,60751265, 
2019,1,60115046, 
2019,3,60160196, 
2019,2,60833163, 
2019,1,60450675, 
2019,24,60741900, 
2019,1,60125055, 
2019,3,60834385, 
2019,4,60714010, 
2019,6,60410545, 
2019,3,60060188, 
2019,1,60521105, 
2019,2,60160196, 
2019,11,60743762, 
2019,1,62400000, 
2019,5,60410642, 
2019,7,60833104, 
2019,7,60170078, 
2019,32,60192105, 
2019,2,60310057, 
2019,1,60415075, 
2019,14,60355512, 
2019,1,60510128, 
2019,95,60763425, 
2019,1,60842060, 
2019,6,60455165, 
2019,29,60764475, 
2019,17,60874805, 
2019,3,60440116, 
2019,33,60843278, 
2019,20,60055903, 
2019,1,60431085, 
2019,1,60821712, 
2019,2,60356682, 
2019,2,60834005, 
2019,45,60135414, 
2019,6,60346255, 
2019,1,60410225, 
2019,3,60410321, 
2019,3,60520102, 
2019,1,60125025, 
2019,78,60055900, 
2019,5,60442057, 
2019,10,60842130, 
2019,1,60192105, 
2019,7,60192130, 
2019,1,60822785, 
2019,3,60420431, 
2019,6,60410622, 
2019,3,60421076, 
2019,8,60165078, 
2019,5,60440825, 
2019,48,60192450, 
2019,8,60192460, 
2019,6,60352642, 
2019,2,60711901, 
2019,1,60416392, 
2019,1,60055264, 
2019,2,60526175, 
2019,17,60730125, 
2019,2,60873044, 
2019,1,60833075, 
2019,1,60410321, 
2019,10,60182026, 
2019,19,60160196, 
2019,1,60135206, 
2019,1,60844150, 
2019,2,60833075, 
2019,3,60822676, 
2019,1,60410505, 
2019,9,60135005, 
2019,21,60864205, 
2019,1,60440593, 
2019,11,60347452, 
2019,4,60440131, 
2019,11,60830632, 
2019,4,60824030, 
2019,2,60831695, 
2019,19,60835275, 
2019,92,60055900, 
2019,1,60823005, 
2019,1,60170078, 
2019,6,60711055, 
2019,5,60540494, 
2019,7,60741575, 
2019,2,60840285, 
2019,1,60822164, 
2019,2,60520795, 
2019,1,60840405, 
2019,1,60440155, 
2019,99,60533694, 
2019,3,60334110, 
2019,1,60175047, 
2019,12,60811900, 
2019,7,60526155, 
2019,1,60175047, 
2019,1,60160196, 
2019,3,60334140, 
2019,5,60730062, 
2019,5,60410302, 
2019,1,60410772, 
2019,1,60873184, 
2019,1,61900005, 
2019,9,60821075, 
