ano,quantidade_vinculos_ativos,cep,bairros_fortaleza
2019,2,60055110,0020
2019,5,60020030,0020
2019,19,60030200,0020
2019,5,60020000,0020
2019,1,60055000,0020
2019,2,60055170,0020
2019,1,60055050,0020
2019,5,60030140,0020
2019,59,60020000,0020
2019,7,60060090,0020
2019,3,60035000,0020
2019,2,60055000,0020
2019,6,60030160,0020
2019,8,60025000,0020
2019,98,60025101,0020
2019,9,60035000,0020
2019,6,60010250,0020
2019,52,60025130,0020
2019,2,60160280,0020
2019,4,60010690,0020
2019,6,60030170,0020
2019,2,60030010,0020
2019,28,60020030,0020
2019,8,60165010,0020
2019,6,60160280,0020
2019,5,60030140,0020
2019,7,60030010,0020
2019,16,60030010,0020
2019,3,60165011,0020
2019,37,60060090,0020
2019,19,60150160,0020
2019,7,60140060,0020
2019,2,60015060,0020
2019,18,60060360,0020
2019,3,60110000,0020
2019,1,60025130,0020
2019,4,60020000,0020
2019,3,60015060,0020
2019,7,60020001,0020
2019,3,60140100,0020
2019,1,60030200,0020
2019,5,60055110,0020
2019,27,60020030,0020
2019,1,60025000,0020
2019,4,60020000,0020
2019,3,60140061,0020
2019,4,60050070,0020
2019,3,60150160,0020
2019,1,60020031,0020
2019,2,60110140,0020
2019,14,60025130,0020
2019,8,60160280,0020
2019,150,60060170,0020
2019,10,60025000,0020
2019,8,60030100,0020
2019,3,60050010,0020
2019,10,60025000,0020
2019,3,60035160,0020
2019,33,60030101,0020
2019,1,60025130,0020
2019,2,60035131,0020
2019,4,60055050,0020
2019,2,60025130,0020
2019,18,60135040,0020
2019,9,60055090,0020
2019,6,60140000,0020
2019,42,60025130,0020
2019,3,60050000,0020
2019,9,60020030,0020
2019,1,60150160,0020
2019,1,60140060,0020
2019,4,60035000,0020
2019,6,60055070,0020
2019,2,60020031,0020
2019,1,60150160,0020
2019,12,60030200,0020
2019,3,60015051,0020
2019,26,60025061,0020
2019,1,60035130,0020
2019,37,60025000,0020
2019,2,60015141,0020
2019,7,60055050,0020
2019,3,60165010,0020
2019,23,60140060,0020
2019,12,60030140,0020
2019,28,60020001,0020
2019,5,60050040,0020
2019,10,60055050,0020
2019,2,60035220,0020
2019,49,60025130,0020
2019,6,60150160,0020
2019,3,60150160,0020
2019,6,60025001,0020
2019,1,60025000,0020
2019,4,60030141,0020
2019,1,60035110,0020
2019,7,60035000,0020
2019,25,60060150,0020
2019,8,60025000,0020
2019,25,60110100,0020
2019,1,60035111,0020
2019,1,60025000,0020
2019,1,60140061,0020
2019,1,60140060,0020
2019,51,60025100,0020
2019,109,60060090,0020
2019,3,60150000,0020
2019,4,60030010,0020
2019,7,60030140,0020
2019,93,60055080,0020
2019,2,60035160,0020
2019,4,60035110,0020
2019,1,60150160,0020
2019,1,60055050,0020
2019,8,60035161,0020
2019,1,60035100,0020
2019,1,60160280,0020
2019,13,60060091,0020
2019,1,60055090,0020
2019,2,60030160,0020
2019,7,60150160,0020
2019,14,60160280,0020
2019,1,60030010,0020
2019,3,60160150,0020
2019,1,60135000,0020
2019,2,60150160,0020
2019,1,60055100,0020
2019,1,60135000,0020
2019,51,60025101,0020
2019,3,60165011,0020
2019,4,60025061,0020
2019,1,60030101,0020
2019,2,60055100,0020
2019,11,60135000,0020
2019,9,60035130,0020
2019,513,60150160,0020
2019,11,60025000,0020
2019,1,60055110,0020
2019,2,60035000,0020
2019,1,60015220,0020
2019,1,60060001,0020
2019,11,60135000,0020
2019,2,60165011,0020
2019,1,60030160,0020
2019,7,60165010,0020
2019,9,60015060,0020
2019,1,60035100,0020
2019,2,60055000,0020
2019,2,60015050,0020
2019,7,60055450,0020
2019,8,60035100,0020
2019,5,60110261,0020
2019,1,60055050,0020
2019,1,60150160,0020
2019,1,60020000,0020
2019,1,60055100,0020
2019,6,60035131,0020
2019,2,60020000,0020
2019,3,60055000,0020
2019,20,60055100,0020
2019,5,60060120,0020
2019,5,60035130,0020
2019,1,60060090,0020
2019,12,60150160,0020
2019,3,60050010,0020
2019,3,60035000,0020
2019,6,60025000,0020
2019,3,60055100,0020
2019,29,60135040,0020
2019,11,60020000,0020
2019,24,60025130,0020
2019,8,60030140,0020
2019,7,60025100,0020
2019,4,60015000,0020
2019,2,60030050,0020
2019,8,60035161,0020
2019,4,60025060,0020
2019,3,60020031,0020
2019,2,60010270,0020
2019,6,60150160,0020
2019,5,60025060,0020
2019,36,60055030,0020
2019,8,60110140,0020
2019,8,60025100,0020
2019,31,60030141,0020
2019,21,60035000,0020
2019,1,60165011,0020
2019,14,60025061,0020
2019,3,60030010,0020
2019,1,60110141,0020
2019,1,60030050,0020
2019,1,60055110,0020
2019,3,60030010,0020
2019,1,60055170,0020
2019,22,60030141,0020
2019,76,60165010,0020
2019,4,60055050,0020
2019,6,60140060,0020
2019,8,60035000,0020
2019,4,60035000,0020
2019,4,60035110,0020
2019,2,60060360,0020
2019,11,60055170,0020
2019,5,60150160,0020
2019,2,60025130,0020
2019,27,60015002,0020
2019,9,60050100,0020
2019,2,60020030,0020
2019,2,60025061,0020
2019,5,60030050,0020
2019,18,60055110,0020
2019,5,60060440,0020
2019,1,60160280,0020
2019,1,60135000,0020
2019,4,60035100,0020
2019,1,60055000,0020
2019,4,60050010,0020
2019,3,60020000,0020
2019,11,60020030,0020
2019,4,60055100,0020
2019,1,60140061,0020
2019,5,60015051,0020
2019,3,60055100,0020
2019,56,60060120,0020
2019,2,60025130,0020
2019,18,60165010,0020
2019,8,60150160,0020
2019,31,60060440,0020
2019,18,60020000,0020
2019,3,60015061,0020
2019,9,60015050,0020
2019,2,60055110,0020
2019,6,60055170,0020
2019,4,60030140,0020
2019,2,60035101,0020
2019,1,60035110,0020
2019,2,60035110,0020
2019,1,60110261,0020
2019,4,60035100,0020
2019,1,60150160,0020
2019,31,60160280,0020
2019,14,60025100,0020
2019,13,60025130,0020
2019,3,60140061,0020
2019,5,60050000,0020
2019,3,60035110,0020
2019,1,60030051,0020
2019,4,60030100,0020
2019,1,60035160,0020
2019,4,60025060,0020
2019,1,60035100,0020
2019,1,60025131,0020
2019,21,60025061,0020
2019,5,60035131,0020
2019,5,60050040,0020
2019,7,60025060,0020
2019,3,60150160,0020
2019,4,60055090,0020
2019,12,60030101,0020
2019,2,60055110,0020
2019,3,60020030,0020
2019,6,60055070,0020
2019,1,60055100,0020
2019,9,60030010,0020
2019,2,60025101,0020
2019,9,60050010,0020
2019,1,60150160,0020
2019,19,60025001,0020
2019,3,60015001,0020
2019,1,60040000,0020
2019,5,60060440,0020
2019,1,60135000,0020
2019,3,60050010,0020
2019,4,60030050,0020
2019,1,60030200,0020
2019,3,60150160,0020
2019,33,60020001,0020
2019,9,60030140,0020
2019,2,60110000,0020
2019,4,60060090,0020
2019,1,60020000,0020
2019,21,60025001,0020
2019,2,60025000,0020
2019,2,60030100,0020
2019,1,60025130,0020
2019,2,60025000,0020
2019,1,60050010,0020
2019,1,60055030,0020
2019,15,60030160,0020
2019,2,60025000,0020
2019,5,60030161,0020
2019,5,60025000,0020
2019,6,60035131,0020
2019,1,60030100,0020
2019,2,60030160,0020
2019,1,60030010,0020
2019,5,60020000,0020
2019,3,60030160,0020
2019,1,60035130,0020
2019,3,60035111,0020
2019,1,60055000,0020
2019,5,60060091,0020
2019,16,60030000,0020
2019,4,60055090,0020
2019,1,60110100,0020
2019,23,60060091,0020
2019,2,60025100,0020
2019,2,60035161,0020
2019,5,60110000,0020
2019,13,60025100,0020
2019,5,60030160,0020
2019,1,60060000,0020
2019,15,60055110,0020
2019,4,60055000,0020
2019,9,60015051,0020
2019,6,60025001,0020
2019,1,60035110,0020
2019,3,60025000,0020
2019,1,60055030,0020
2019,53,60055030,0020
2019,8,60060000,0020
2019,8,60025060,0020
2019,271,60140100,0020
2019,1,60035210,0020
2019,1,60020030,0020
2019,3,60055110,0020
2019,2,60055000,0020
2019,1,60055170,0020
2019,1,60060160,0020
2019,4,60025061,0020
2019,4,60110100,0020
2019,1,60030100,0020
2019,7,60025130,0020
2019,1,60055170,0020
2019,14,60010690,0020
2019,5,60030200,0020
2019,4,60030140,0020
2019,1,60025000,0020
2019,1,60165010,0020
2019,3,60030010,0020
2019,3,60035100,0020
2019,2,60020030,0020
2019,8,60020030,0020
2019,3,60055110,0020
2019,11,60020030,0020
2019,10,60035100,0020
2019,3,60030160,0020
2019,2,60060091,0020
2019,2,60020031,0020
2019,1,60140060,0020
2019,1,60050100,0020
2019,3,60020030,0020
2019,1,60060360,0020
2019,20,60060090,0020
2019,5,60030090,0020
2019,2,60055090,0020
2019,1,60150000,0020
2019,1,60015141,0020
2019,9,60035001,0020
2019,2,60020030,0020
2019,2,60025060,0020
2019,2,60165010,0020
2019,7,60160280,0020
2019,5,60025100,0020
2019,2,60025000,0020
2019,3,60150000,0020
2019,2,60020031,0020
2019,1,60015050,0020
2019,2,60030140,0020
2019,1,60015050,0020
2019,23,60055170,0020
2019,2,60025130,0020
2019,7,60030010,0020
2019,10,60025000,0020
2019,28,60150160,0020
2019,2,60030140,0020
2019,5,60025000,0020
2019,25,60055110,0020
2019,6,60020000,0020
2019,66,60015000,0020
2019,1,60150160,0020
2019,9,60055110,0020
2019,12,60050040,0020
2019,7,60025060,0020
2019,44,60035110,0020
2019,1,60015061,0020
2019,2,60110261,0020
2019,3,60050010,0020
2019,13,60015051,0020
2019,2,60110100,0020
2019,3,60060090,0020
2019,23,60025130,0020
2019,4,60030000,0020
2019,5,60025000,0020
2019,5,60055050,0020
2019,8,60025000,0020
2019,8,60030160,0020
2019,8,60150160,0020
2019,2,60025130,0020
2019,7,60030090,0020
2019,12,60055170,0020
2019,4,60030140,0020
2019,2,60035130,0020
2019,1,60030051,0020
2019,7,60025001,0020
2019,18,60060100,0020
2019,5,60110000,0020
2019,1,60050070,0020
2019,2,60055110,0020
2019,16,60110140,0020
2019,429,60010010,0020
2019,20,60025000,0020
2019,2,60010260,0020
2019,9,60030141,0020
2019,2,60030000,0020
2019,3,60035000,0020
2019,4,60030000,0020
2019,5,60055110,0020
2019,1,60035000,0020
2019,1,60030140,0020
2019,6,60025000,0020
2019,1,60030140,0020
2019,7,60025130,0020
2019,1,60110000,0020
2019,3,60025000,0020
2019,1,60135000,0020
2019,45,60060360,0020
2019,1,60050080,0020
2019,8,60165011,0020
2019,1,60030010,0020
2019,2,60160150,0020
2019,1,60050010,0020
2019,1,60020000,0020
2019,3,60035130,0020
2019,2,60150160,0020
2019,1,60150160,0020
2019,2,60150000,0020
2019,3,60055000,0020
2019,2,60165011,0020
2019,3,60015060,0020
2019,51,60055170,0020
2019,11,60060650,0020
2019,3,60055090,0020
2019,1,60035000,0020
2019,2,60150160,0020
2019,6,60030010,0020
2019,3,60150160,0020
2019,2,60055000,0020
2019,10,60020001,0020
2019,4,60050040,0020
2019,2,60025100,0020
2019,34,60015220,0020
2019,1,60025100,0020
2019,2,60030010,0020
2019,3,60055090,0020
2019,21,60165011,0020
2019,1,60030040,0020
2019,10,60025060,0020
2019,1,60150160,0020
2019,1,60035000,0020
2019,1,60035001,0020
2019,2,60030200,0020
2019,1,60025100,0020
2019,1,60030100,0020
2019,4,60110100,0020
2019,6,60110140,0020
2019,6,60025061,0020
2019,10,60020030,0020
2019,1,60055000,0020
2019,20,60020030,0020
2019,17,60050010,0020
2019,6,60025000,0020
2019,2,60060440,0020
2019,2,60035110,0020
2019,4,60055110,0020
2019,3,60110120,0020
2019,12,60055110,0020
2019,3,60160280,0020
2019,37,60020001,0020
2019,2,60055450,0020
2019,6,60025001,0020
2019,2,60160040,0020
2019,2,60160150,0020
2019,11,60010250,0020
2019,12,60035210,0020
2019,9,60030101,0020
2019,4,60030010,0020
2019,16,60020000,0020
2019,5,60140060,0020
2019,1,60025000,0020
2019,2,60015220,0020
2019,1,60025000,0020
2019,3,60025100,0020
2019,2,60110261,0020
2019,5,60025100,0020
2019,1,60055110,0020
2019,2,60025000,0020
2019,1,60050000,0020
2019,51,60135040,0020
2019,1,60020031,0020
2019,19,60140060,0020
2019,9,60055030,0020
2019,2,60025000,0020
2019,2,60025100,0020
2019,4,60140061,0020
2019,2,60020000,0020
2019,314,60150000,0020
2019,1,60055080,0020
2019,7,60035000,0020
2019,4,60025120,0020
2019,2,60035000,0020
2019,2,60025000,0020
2019,2,60025130,0020
2019,5,60030050,0020
2019,2,60025000,0020
2019,4,60035001,0020
2019,3,60030100,0020
2019,1,60110140,0020
2019,1,60140000,0020
2019,12,60035001,0020
2019,3,60010690,0020
2019,1,60165010,0020
2019,1,60150160,0020
2019,5,60025061,0020
2019,1,60150010,0020
2019,20,60025061,0020
2019,2,60055250,0020
2019,24,60035000,0020
2019,2,60030170,0020
2019,14,60060100,0020
2019,9,60110000,0020
2019,6,60025000,0020
2019,19,60015050,0020
2019,1,60030140,0020
2019,58,60160280,0020
2019,1,60020030,0020
2019,3,60030100,0020
2019,7,60150160,0020
2019,1,60055000,0020
2019,4,60140060,0020
2019,2,60015061,0020
2019,46,60025060,0020
2019,1,60025130,0020
2019,6,60050040,0020
2019,4,60110210,0020
2019,2,60055000,0020
2019,3,60025001,0020
2019,1,60110100,0020
2019,211,60025061,0020
2019,46,60055000,0020
2019,6,60025060,0020
2019,7,60025000,0020
2019,2,60050000,0020
2019,7,60150160,0020
2019,1,60025000,0020
2019,2,60035000,0020
2019,6,60055110,0020
2019,4,60150160,0020
2019,1,60020030,0020
2019,3,60020000,0020
2019,1,60050000,0020
2019,5,60025061,0020
2019,1,60035131,0020
2019,12,60025000,0020
2019,8,60055080,0020
2019,1,60150020,0020
2019,1,60010250,0020
2019,3,60035000,0020
2019,3,60025000,0020
2019,3,60020030,0020
2019,2,60150160,0020
2019,1,60165011,0020
2019,2,60165011,0020
2019,2,60030141,0020
2019,1,60020000,0020
2019,1,60025101,0020
2019,1,60165010,0020
2019,12,60025061,0020
2019,4,60135040,0020
2019,13,60140060,0020
2019,2,60030141,0020
2019,7,60050000,0020
2019,1,60150110,0020
2019,21,60030010,0020
2019,1,60030100,0020
2019,39,60025061,0020
2019,17,60150160,0020
2019,2,60055170,0020
2019,6,60030141,0020
2019,1,60035000,0020
2019,5,60025001,0020
2019,2,60055020,0020
2019,3,60030160,0020
2019,1,60160280,0020
2019,30,60140060,0020
2019,2,60015000,0020
2019,4,60035000,0020
2019,1,60150110,0020
2019,4,60030010,0020
2019,5,60110100,0020
2019,4,60030090,0020
2019,4,60160150,0020
2019,1,60025060,0020
2019,2,60035111,0020
2019,1,60015050,0020
2019,5,60025130,0020
2019,5,60055070,0020
2019,3,60050000,0020
2019,16,60150160,0020
2019,13,60060390,0020
2019,1,60150160,0020
2019,41,60025100,0020
2019,20,60055030,0020
2019,1,60035000,0020
2019,4,60060090,0020
2019,1,60020000,0020
2019,6,60020000,0020
2019,6,60035000,0020
2019,4,60035000,0020
2019,3,60035131,0020
2019,5,60165011,0020
2019,2,60025060,0020
2019,1,60060190,0020
2019,5,60015052,0020
2019,22,60030141,0020
2019,1,60055110,0020
2019,9,60035000,0020
2019,24,60110140,0020
2019,2,60035110,0020
2019,28,60060090,0020
2019,1496,60160280,0020
2019,7,60055050,0020
2019,2,60150000,0020
2019,2,60030010,0020
2019,3,60030160,0020
2019,1,60035100,0020
2019,1,60020000,0020
2019,2,60030050,0020
2019,3,60055100,0020
2019,10,60025061,0020
2019,4,60035110,0020
2019,6,60060091,0020
2019,9,60020000,0020
2019,25,60025060,0020
2019,4,60140100,0020
2019,1,60150160,0020
2019,17,60135040,0020
2019,2,60030100,0020
2019,3,60020000,0020
2019,3,60110100,0020
2019,8,60035110,0020
2019,3,60165011,0020
2019,1,60050010,0020
2019,245,60035131,0020
2019,18,60055110,0020
2019,6,60165010,0020
2019,43,60025061,0020
2019,1,60055110,0020
2019,2,60060090,0020
2019,1,60150160,0020
2019,1,60150110,0020
2019,1,60030141,0020
2019,1,60025000,0020
2019,3,60110100,0020
2019,2,60055000,0020
2019,31,60025000,0020
2019,10,60015000,0020
2019,3,60055050,0020
2019,2,60025060,0020
2019,20,60015002,0020
2019,10,60015052,0020
2019,26,60055110,0020
2019,5,60025060,0020
2019,2,60050070,0020
2019,3,60030160,0020
2019,78,60060120,0020
2019,8,60025100,0020
2019,1,60025000,0020
2019,4,60035161,0020
2019,5,60015060,0020
2019,2,60030100,0020
2019,15,60025131,0020
2019,2,60025000,0020
2019,3,60055110,0020
2019,2,60150000,0020
2019,5,60025120,0020
2019,9,60030010,0020
2019,38,60150160,0020
2019,3,60110120,0020
2019,16,60150160,0020
2019,2,60020030,0020
2019,8,60030140,0020
2019,363,60040070,0020
2019,9,60025100,0020
2019,8,60060000,0020
2019,6,60055070,0020
2019,1,60060360,0020
2019,1,60030101,0020
2019,4,60025001,0020
2019,1,60015050,0020
2019,4,60035110,0020
2019,3,60165010,0020
2019,17,60160150,0020
2019,2,60035110,0020
2019,1,60055110,0020
2019,1,60035160,0020
2019,8,60060510,0020
2019,26,60060120,0020
2019,1,60110000,0020
2019,6,60160150,0020
2019,6,60030090,0020
2019,3,60035130,0020
2019,4,60015001,0020
2019,2,60035001,0020
2019,1,60020030,0020
2019,1,60025061,0020
2019,5,60025101,0020
2019,5,60150160,0020
2019,3,60030030,0020
2019,4,60035000,0020
2019,1,60020000,0020
2019,8,60030050,0020
2019,6,60020030,0020
2019,3,60030051,0020
2019,3,60035110,0020
2019,3,60055170,0020
2019,2,60025000,0020
2019,1,60055110,0020
2019,1,60035101,0020
2019,1,60035100,0020
2019,3,60020000,0020
2019,1,60055050,0020
2019,1,60165011,0020
2019,1,60110140,0020
2019,2,60015001,0020
2019,1,60060120,0020
2019,10,60055450,0020
2019,1,60060000,0020
2019,1,60150160,0020
2019,2,60025000,0020
2019,1,60025000,0020
2019,1,60060440,0020
2019,2,60060091,0020
2019,21,60025101,0020
2019,13,60055110,0020
2019,12,60035101,0020
2019,9,60025060,0020
2019,4,60030100,0020
2019,2,60165010,0020
2019,2,60060360,0020
2019,1,60010260,0020
2019,3,60160150,0020
2019,1,60030100,0020
2019,2,60050040,0020
2019,1,60055100,0020
2019,2,60140060,0020
2019,11,60025060,0020
2019,17,60055110,0020
2019,9,60110000,0020
2019,2,60060510,0020
2019,5,60025100,0020
2019,11,60035100,0020
2019,6,60150160,0020
2019,6,60150160,0020
2019,5,60060000,0020
2019,1,60015050,0020
2019,3,60015050,0020
2019,1,60165010,0020
2019,2,60110140,0020
2019,4,60035131,0020
2019,4,60025060,0020
2019,2,60035000,0020
2019,3,60035100,0020
2019,1,60160150,0020
2019,2,60160280,0020
2019,1,60060120,0020
2019,10,60020000,0020
2019,1,60060000,0020
2019,4,60025000,0020
2019,3,60025100,0020
2019,46,60020030,0020
2019,1,60160280,0020
2019,1,60015000,0020
2019,4,60060000,0020
2019,1,60150160,0020
2019,3,60030161,0020
2019,1,60035000,0020
2019,6,60025060,0020
2019,1,60020031,0020
2019,3,60110140,0020
2019,16,60030050,0020
2019,7,60140000,0020
2019,3,60055110,0020
2019,22,60165011,0020
2019,2,60020030,0020
2019,8,60030100,0020
2019,1,60030000,0020
2019,1,60030050,0020
2019,1,60150160,0020
2019,1,60160280,0020
2019,5,60035130,0020
2019,1,60160280,0020
2019,4,60025000,0020
2019,10,60035161,0020
2019,3,60035000,0020
2019,1,60110261,0020
2019,3,60025000,0020
2019,17,60020030,0020
2019,36,60035111,0020
2019,2,60010250,0020
2019,26,60140061,0020
2019,1,60060170,0020
2019,18,60030161,0020
2019,1,60030200,0020
2019,10,60030010,0020
2019,9,60015000,0020
2019,2,60030051,0020
2019,6,60035130,0020
2019,1,60015061,0020
2019,2,60025000,0020
2019,5,60030140,0020
2019,5,60025100,0020
2019,19,60035000,0020
2019,1,60135040,0020
2019,2,60035131,0020
2019,7,60025130,0020
2019,2,60135040,0020
2019,6,60110000,0020
2019,27,60160150,0020
2019,1,60055000,0020
2019,31,60150160,0020
2019,1,60165011,0020
2019,1,60050000,0020
2019,1,60165011,0020
2019,2,60055110,0020
2019,3,60055090,0020
2019,4,60020000,0020
2019,9,60160280,0020
2019,4,60165011,0020
2019,2,60030100,0020
2019,5,60020000,0020
2019,8,60035130,0020
2019,1,60025000,0020
2019,2,60030141,0020
2019,1,60025120,0020
2019,40,60055030,0020
2019,7,60015052,0020
2019,1,60055110,0020
2019,4,60030160,0020
2019,16,60055110,0020
2019,2,60150160,0020
2019,5,60030090,0020
2019,1,60030101,0020
2019,1,60050010,0020
2019,4,60055070,0020
2019,2,60165010,0020
2019,10,60030101,0020
2019,1,60020000,0020
2019,110,60015061,0020
2019,3,60060160,0020
2019,3,60010260,0020
2019,3,60165010,0020
2019,2,60035131,0020
2019,8,60030100,0020
2019,1,60050040,0020
2019,3,60060510,0020
2019,5,60035160,0020
2019,1,60060100,0020
2019,2,60030140,0020
2019,4,60140061,0020
2019,3,60150160,0020
2019,3,60050040,0020
2019,22,60160280,0020
2019,4,60030140,0020
2019,3,60165011,0020
2019,1,60060440,0020
2019,72,60060120,0020
2019,2,60110140,0020
2019,2,60015000,0020
2019,4,60035111,0020
2019,3,60015000,0020
2019,3,60150160,0020
2019,5,60150160,0020
2019,1,60025000,0020
2019,4,60025060,0020
2019,11,60025001,0020
2019,11,60060190,0020
2019,2,60060000,0020
2019,1,60035160,0020
2019,6,60035101,0020
2019,4,60135000,0020
2019,33,60055100,0020
2019,1,60035000,0020
2019,16,60055110,0020
2019,1,60020030,0020
2019,8,60140100,0020
2019,2,60030160,0020
2019,18,60025060,0020
2019,1,60135040,0020
2019,5,60035110,0020
2019,4,60035000,0020
2019,15,60025061,0020
2019,1,60140060,0020
2019,1,60055030,0020
2019,1,60110140,0020
2019,7,60030050,0020
2019,3,60015052,0020
2019,7,60030141,0020
2019,2,60150160,0020
2019,3,60025061,0020
2019,4,60150160,0020
2019,63,60025100,0020
2019,10,60025130,0020
2019,4,60055000,0020
2019,1,60015050,0020
2019,10,60025131,0020
2019,4,60030160,0020
2019,23,60020001,0020
2019,1,60035000,0020
2019,3,60110000,0020
2019,13,60030010,0020
2019,1,60030140,0020
2019,2,60035101,0020
2019,8,60165011,0020
2019,1,60060510,0020
2019,27,60020030,0020
2019,1,60135000,0020
2019,31,60015002,0020
2019,178,60150000,0020
2019,1,60160280,0020
2019,2,60055070,0020
2019,2,60030050,0020
2019,1,60055000,0020
2019,36,60050010,0020
2019,5,60030160,0020
2019,1,60060000,0020
2019,13,60035100,0020
2019,2,60030160,0020
2019,83,60055120,0020
2019,7,60035000,0020
2019,1,60110261,0020
2019,2,60160150,0020
2019,4,60020000,0020
2019,2,60055100,0020
2019,8,60010250,0020
2019,7,60030141,0020
2019,1,60060120,0020
2019,8,60015001,0020
2019,14,60165010,0020
2019,1,60025100,0020
2019,1,60055000,0020
2019,50,60060170,0020
2019,1,60025060,0020
2019,2,60140061,0020
2019,3,60035000,0020
2019,15,60030090,0020
2019,2,60165010,0020
2019,4,60020030,0020
2019,2,60030010,0020
2019,3,60060120,0020
2019,2,60060090,0020
2019,9,60050010,0020
2019,8,60055050,0020
2019,3,60030010,0020
2019,4,60025000,0020
2019,4,60025130,0020
2019,5,60015000,0020
2019,76,60055110,0020
2019,4,60110000,0020
2019,1,60150160,0020
2019,3,60030100,0020
2019,2,60030010,0020
2019,1,60055110,0020
2019,4,60060090,0020
2019,1235,60055000,0020
2019,13,60025061,0020
2019,12,60035111,0020
2019,1,60055000,0020
2019,13,60060360,0020
2019,1,60025001,0020
2019,9,60110130,0020
2019,6,60055090,0020
2019,2,60030100,0020
2019,1,60160280,0020
2019,2,60055050,0020
2019,3,60060090,0020
2019,28,60150160,0020
2019,10,60160280,0020
2019,1,60060510,0020
2019,2,60150160,0020
2019,1,60035000,0020
2019,10,60015051,0020
2019,1,60025130,0020
2019,8,60025130,0020
2019,10,60055170,0020
2019,4,60030100,0020
2019,81,60025060,0020
2019,1,60035101,0020
2019,2,60035130,0020
2019,29,60025000,0020
2019,5,60035161,0020
2019,7,60055170,0020
2019,8,60050080,0020
2019,11,60025100,0020
2019,9,60110120,0020
2019,1,60055000,0020
2019,22,60025060,0020
2019,4,60050040,0020
2019,4,60110261,0020
2019,5,60035110,0020
2019,18,60055000,0020
2019,23,60150160,0020
2019,1,60025060,0020
2019,5,60150160,0020
2019,4,60060440,0020
2019,2,60040001,0020
2019,2,60165011,0020
2019,2,60040060,0020
2019,3,60020000,0020
2019,2,60020000,0020
2019,5,60110120,0020
2019,1,60015150,0020
2019,3,60035160,0020
2019,24,60025100,0020
2019,1,60060090,0020
2019,1,60015051,0020
2019,1,60060180,0020
2019,1,60015051,0020
2019,1,60060120,0020
2019,2,60035131,0020
2019,14,60030090,0020
2019,1,60160280,0020
2019,3,60025000,0020
2019,2,60035000,0020
2019,1,60025120,0020
2019,16,60050000,0020
2019,23,60060360,0020
2019,1,60150000,0020
2019,1,60025000,0020
2019,8,60025061,0020
2019,3,60160150,0020
2019,11,60055110,0020
2019,1,60035100,0020
2019,2,60050040,0020
2019,10,60025061,0020
2019,1,60140100,0020
2019,2,60025000,0020
2019,1,60055010,0020
2019,1,60025061,0020
2019,1,60030040,0020
2019,1,60030160,0020
2019,11,60015140,0020
2019,9,60020000,0020
2019,1,60055070,0020
2019,12,60050080,0020
2019,1,60030051,0020
2019,1,60055110,0020
2019,2,60035131,0020
2019,1,60140100,0020
2019,5,60025000,0020
2019,19,60025000,0020
2019,4,60035000,0020
2019,4,60035000,0020
2019,15,60020000,0020
2019,1,60035110,0020
2019,1,60035110,0020
2019,2,60160280,0020
2019,1,60035130,0020
2019,2,60025100,0020
2019,6,60035100,0020
2019,8,60165010,0020
2019,3,60035000,0020
2019,2,60030051,0020
2019,5,60060091,0020
2019,1,60110001,0020
2019,2,60035131,0020
2019,11,60025060,0020
2019,11,60110261,0020
2019,2,60110140,0020
2019,1,60055000,0020
2019,5,60060090,0020
2019,1,60015050,0020
2019,32,60150000,0020
2019,1,60035000,0020
2019,1,60055090,0020
2019,6,60140061,0020
2019,7,60035100,0020
2019,39,60055120,0020
2019,7,60020000,0020
2019,2,60035000,0020
2019,7,60055050,0020
2019,1,60030100,0020
2019,3,60015001,0020
2019,6,60150160,0020
2019,5,60020030,0020
2019,72,60150160,0020
2019,3,60055110,0020
2019,3,60015141,0020
2019,13,60020000,0020
2019,1,60025000,0020
2019,2,60055110,0020
2019,5,60055030,0020
2019,14,60025000,0020
2019,2,60020000,0020
2019,1,60150160,0020
2019,5,60015140,0020
2019,3,60055070,0020
2019,2,60020000,0020
2019,11,60110000,0020
2019,4,60025060,0020
2019,1,60165011,0020
2019,4,60055110,0020
2019,13,60025000,0020
2019,1,60040000,0020
2019,4,60110261,0020
2019,5,60035100,0020
2019,3,60035000,0020
2019,3,60165010,0020
2019,3,60015050,0020
2019,17,60030140,0020
2019,21,60060001,0020
2019,6,60025001,0020
2019,1,60025000,0020
2019,9,60050100,0020
2019,2,60030140,0020
2019,2,60060090,0020
2019,8,60030101,0020
2019,2,60030050,0020
2019,1,60030200,0020
2019,4,60020000,0020
2019,26,60025100,0020
2019,9,60110261,0020
2019,1,60055110,0020
2019,1,60030030,0020
2019,3,60055030,0020
2019,11,60110261,0020
2019,2,60030010,0020
2019,3,60030050,0020
2019,14,60015050,0020
2019,5,60050070,0020
2019,2,60050000,0020
2019,19,60030141,0020
2019,2,60020000,0020
2019,2,60025000,0020
2019,1,60110261,0020
2019,6,60140060,0020
2019,5,60030000,0020
2019,2,60060091,0020
2019,23,60025001,0020
2019,5,60020030,0020
2019,1,60055070,0020
2019,3,60140170,0020
2019,8,60030160,0020
2019,1,60030140,0020
2019,161,60035110,0020
2019,6,60060510,0020
2019,2,60015141,0020
2019,11,60025000,0020
2019,74,60025100,0020
2019,3,60020030,0020
2019,1,60035111,0020
2019,25,60025000,0020
2019,2,60035110,0020
2019,4,60055450,0020
